378655,Madrid,location,40.4165,-3.70256
372146,Minsk,location,53.9,27.56667
388252,Milan,location,45.46427,9.18951
376946,Munich,location,48.13743,11.57549
313870,Munich,airport,48.354597,11.785065
314957,Madrid,airport,40.468257904052734,-3.5695650577545166
329668,München Hbf,station,48.140228,11.558338
332065,München-Pasing,station,48.149892,11.461489
